offer_accepted,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,262.25,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,1116.00,5,3,1,Yes,1,High,Low,"Non classifiable"
No,899.00,3,3,1,No,1,Low,High,"Non classifiable"
No,934.25,4,1,2,Yes,2,High,Low,"Non classifiable"
No,1179.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,960.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1274.75,2,1,2,No,1,Low,High,"Non classifiable"
No,1224.75,5,3,3,No,2,Low,High,"Non classifiable"
No,175.25,1,2,1,Yes,1,Medium,High,"Non classifiable"
No,984.50,5,1,1,Yes,2,High,Low,"Non classifiable"
No,1282.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1255.75,3,2,2,Yes,2,Low,High,"Non classifiable"
No,287.25,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,1065.25,5,3,1,No,1,High,Low,"Non classifiable"
No,954.75,6,2,2,Yes,1,Low,High,"Non classifiable"
Yes,1006.00,3,1,1,Yes,1,High,Low,"Non classifiable"
No,943.00,5,1,1,Yes,1,Low,High,"Non classifiable"
No,1194.50,2,1,2,No,2,High,Low,"Non classifiable"
No,163.00,3,2,1,Yes,2,Medium,High,"Non classifiable"
No,1055.25,4,2,1,No,1,High,Low,"Non classifiable"
No,1152.50,5,4,1,Yes,2,Low,High,"Non classifiable"
Yes,1038.75,3,2,1,No,1,High,Low,"Non classifiable"
No,955.25,3,1,1,No,1,High,Low,"Non classifiable"
No,1105.00,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1145.25,3,3,1,Yes,2,Low,High,"Non classifiable"
No,980.25,3,2,1,No,1,Low,High,"Non classifiable"
Yes,1010.25,3,2,2,No,1,High,Low,"Non classifiable"
No,1123.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,723.00,5,1,1,Yes,1,High,Low,"Non classifiable"
No,1011.25,3,1,2,No,1,Low,High,"Non classifiable"
No,1037.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1434.25,2,3,2,Yes,2,High,Low,"Non classifiable"
No,1052.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1196.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,824.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,939.00,4,3,2,Yes,1,Low,High,"Non classifiable"
No,639.50,5,2,2,No,1,High,Low,"Non classifiable"
No,1357.75,3,3,1,No,2,Low,High,"Non classifiable"
No,307.75,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,1003.75,3,3,1,No,1,High,Low,"Non classifiable"
No,253.00,5,2,1,Yes,1,High,Medium,"Non classifiable"
No,1235.00,1,2,1,Yes,1,Low,High,"Non classifiable"
No,942.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1204.75,4,3,1,Yes,1,Low,High,"Non classifiable"
No,664.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,156.25,4,1,2,Yes,2,Medium,High,"Non classifiable"
No,1114.75,3,2,1,No,1,Low,High,"Non classifiable"
No,847.50,2,1,1,Yes,1,High,Low,"Non classifiable"
No,217.50,6,1,2,Yes,2,Medium,High,"Non classifiable"
No,1199.25,5,1,1,Yes,3,Low,High,"Non classifiable"
No,1276.00,4,2,1,No,1,Low,High,"Non classifiable"
No,1050.75,5,2,1,No,1,Low,High,"Non classifiable"
No,292.75,2,1,1,Yes,1,Medium,High,"Non classifiable"
No,1462.00,5,1,1,Yes,1,High,Low,"Non classifiable"
No,240.50,3,4,1,No,1,Medium,High,"Non classifiable"
No,1282.25,2,2,1,No,1,High,Low,"Non classifiable"
No,863.00,5,2,1,No,1,High,Low,"Non classifiable"
No,979.00,3,2,2,No,1,Low,High,"Non classifiable"
No,1191.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,385.00,3,2,1,No,1,Medium,High,"Non classifiable"
No,909.00,3,2,1,Yes,1,High,Low,"Non classifiable"
No,894.50,3,2,1,No,1,Low,High,"Non classifiable"
No,1122.75,2,2,1,No,1,High,Low,"Non classifiable"
No,1063.50,4,1,1,No,2,Low,High,"Non classifiable"
No,1362.50,5,1,1,Yes,1,High,Low,"Non classifiable"
No,1111.75,6,1,2,Yes,2,Low,High,"Non classifiable"
No,1005.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,962.75,5,1,1,Yes,2,High,Low,"Non classifiable"
No,814.50,3,1,1,Yes,1,Low,High,"Non classifiable"
No,1246.00,5,3,2,Yes,1,High,Low,"Non classifiable"
No,1007.25,4,4,3,No,1,High,Low,"Non classifiable"
No,1105.00,4,2,1,Yes,2,Low,High,"Non classifiable"
Yes,1003.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,1624.50,4,2,3,Yes,1,Low,Medium,"Non classifiable"
No,761.50,3,1,1,No,1,Low,High,"Non classifiable"
No,890.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,1186.50,3,1,1,No,1,High,Low,"Non classifiable"
No,1416.50,3,2,1,No,1,High,Low,"Non classifiable"
No,175.75,6,2,1,No,1,Medium,High,"Non classifiable"
No,1199.50,2,2,2,Yes,1,Low,High,"Non classifiable"
No,1149.50,4,2,2,Yes,1,High,Low,"Non classifiable"
No,828.25,2,1,1,Yes,2,Low,High,"Non classifiable"
No,294.00,4,1,1,No,1,High,Medium,"Non classifiable"
No,1218.75,3,2,1,Yes,2,Low,High,"Non classifiable"
No,1027.00,2,3,1,Yes,1,Low,High,"Non classifiable"
No,826.00,4,1,2,No,1,Low,High,"Non classifiable"
No,1063.25,4,4,1,Yes,1,Low,High,"Non classifiable"
No,201.25,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,1190.50,5,2,1,No,1,High,Low,"Non classifiable"
No,865.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,987.25,4,3,1,No,1,High,Low,"Non classifiable"
No,644.50,2,2,1,Yes,2,Low,High,"Non classifiable"
No,1068.50,2,3,1,No,1,High,Low,"Non classifiable"
No,1488.25,4,2,1,No,1,Low,High,"Non classifiable"
No,251.50,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,1117.50,2,2,1,Yes,1,Low,High,"Non classifiable"
No,279.75,3,2,1,No,1,Medium,High,"Non classifiable"
No,972.00,5,1,1,Yes,1,Low,High,"Non classifiable"
No,1511.00,3,2,1,Yes,2,Low,High,"Non classifiable"
No,1088.75,2,3,1,No,1,High,Low,"Non classifiable"
No,954.25,2,3,1,No,1,Low,High,"Non classifiable"
No,965.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1093.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,250.75,3,2,1,Yes,2,Medium,High,"Non classifiable"
No,792.25,2,1,1,No,1,Low,High,"Non classifiable"
No,948.75,5,3,1,No,1,High,Low,"Non classifiable"
No,1085.00,3,1,2,Yes,1,Low,High,"Non classifiable"
No,838.00,3,2,1,No,2,High,Low,"Non classifiable"
No,1159.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,185.00,3,2,3,Yes,1,Medium,High,"Non classifiable"
No,977.75,4,2,3,Yes,1,High,Low,"Non classifiable"
No,1008.25,5,1,1,Yes,2,High,Low,"Non classifiable"
No,916.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1066.25,4,1,1,Yes,2,High,Low,"Non classifiable"
No,593.50,2,3,1,Yes,1,High,Low,"Non classifiable"
No,1137.75,4,1,2,No,1,Low,High,"Non classifiable"
No,892.50,5,1,1,No,1,High,Low,"Non classifiable"
No,973.25,4,2,1,Yes,2,Low,High,"Non classifiable"
No,194.75,4,1,1,No,1,Medium,High,"Non classifiable"
No,907.25,3,3,1,Yes,1,High,Low,"Non classifiable"
No,865.50,2,1,1,Yes,2,Low,High,"Non classifiable"
No,692.75,2,2,1,Yes,1,High,Low,"Non classifiable"
No,259.75,2,3,2,No,2,Medium,High,"Non classifiable"
Yes,1152.50,2,3,1,Yes,1,High,Low,"Non classifiable"
No,978.75,4,1,2,Yes,1,High,Low,"Non classifiable"
No,866.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,682.00,5,1,1,No,1,High,Low,"Non classifiable"
No,1066.25,6,2,1,Yes,1,High,Low,"Non classifiable"
No,920.75,4,1,1,No,1,Low,High,"Non classifiable"
No,372.50,5,1,1,Yes,2,High,Medium,"Non classifiable"
No,1118.75,3,2,2,No,1,High,Low,"Non classifiable"
No,733.00,5,2,1,Yes,1,Low,High,"Non classifiable"
No,1737.75,5,1,1,Yes,1,Medium,Low,"Non classifiable"
No,1077.00,5,2,2,Yes,2,High,Low,"Non classifiable"
No,1441.00,2,1,1,Yes,1,High,Low,"Non classifiable"
No,671.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1312.25,3,1,1,Yes,2,Low,High,"Non classifiable"
No,379.00,5,1,1,Yes,1,Medium,High,"Non classifiable"
No,1031.00,5,1,1,Yes,2,High,Low,"Non classifiable"
No,1034.75,5,1,1,Yes,1,High,Low,"Non classifiable"
No,389.50,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,916.00,2,2,1,No,1,High,Low,"Non classifiable"
No,270.25,4,2,1,No,1,High,Medium,"Non classifiable"
No,833.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,865.75,5,2,2,Yes,1,High,Low,"Non classifiable"
No,890.00,3,1,3,Yes,1,High,Low,"Non classifiable"
No,1124.25,5,2,1,No,1,High,Low,"Non classifiable"
No,1183.75,3,1,2,Yes,1,Low,High,"Non classifiable"
No,1086.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,205.75,4,1,1,No,1,Medium,High,"Non classifiable"
No,1131.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1316.50,4,2,1,Yes,2,High,Low,"Non classifiable"
No,1140.75,2,1,1,Yes,1,High,Low,"Non classifiable"
No,311.50,5,2,1,No,1,Medium,High,"Non classifiable"
No,1003.75,3,2,1,No,1,High,Low,"Non classifiable"
No,1292.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,166.25,6,2,1,No,1,High,Medium,"Non classifiable"
No,1330.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1152.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,838.25,3,2,2,No,1,High,Low,"Non classifiable"
No,1001.25,2,3,1,Yes,1,High,Low,"Non classifiable"
No,1077.75,4,1,2,Yes,1,High,Low,"Non classifiable"
No,1183.50,3,1,2,Yes,3,Low,High,"Non classifiable"
No,1721.00,3,2,1,Yes,2,Low,Medium,"Non classifiable"
No,837.75,5,2,1,No,1,Low,High,"Non classifiable"
No,1003.25,2,3,1,Yes,1,Low,High,"Non classifiable"
No,249.75,2,4,1,Yes,1,Medium,High,"Non classifiable"
No,1269.25,4,1,1,Yes,2,High,Low,"Non classifiable"
No,205.25,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,303.25,5,1,1,No,1,High,Medium,"Non classifiable"
No,1332.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,297.25,2,3,1,Yes,1,Medium,High,"Non classifiable"
No,1118.75,4,4,1,No,1,Low,High,"Non classifiable"
No,1141.25,5,2,1,No,1,High,Low,"Non classifiable"
No,256.00,4,2,1,No,1,Medium,High,"Non classifiable"
No,183.50,2,2,1,No,1,Medium,High,"Non classifiable"
No,1229.75,5,2,2,Yes,2,Low,High,"Non classifiable"
No,812.25,4,3,1,Yes,2,High,Low,"Non classifiable"
No,1183.00,4,2,2,Yes,1,High,Low,"Non classifiable"
No,855.75,5,1,1,Yes,2,Low,High,"Non classifiable"
No,830.00,4,1,1,No,1,Low,High,"Non classifiable"
No,280.25,2,2,1,Yes,1,High,Medium,"Non classifiable"
No,1002.00,4,2,1,No,1,Low,High,"Non classifiable"
No,1006.75,4,1,1,No,1,Low,High,"Non classifiable"
No,1041.75,4,3,2,No,1,High,Low,"Non classifiable"
No,756.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1095.75,4,2,1,No,1,High,Low,"Non classifiable"
No,1721.50,3,3,2,No,1,Medium,Low,"Non classifiable"
No,1047.50,3,3,1,No,1,High,Low,"Non classifiable"
No,788.75,5,1,1,No,1,Low,High,"Non classifiable"
No,1017.50,4,2,2,Yes,1,Low,High,"Non classifiable"
No,906.25,3,2,1,No,2,Low,High,"Non classifiable"
No,1675.25,4,3,1,Yes,1,Medium,Low,"Non classifiable"
No,1103.00,4,3,3,Yes,1,Low,High,"Non classifiable"
No,1043.75,5,1,1,Yes,1,High,Low,"Non classifiable"
No,1219.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1066.25,3,2,2,Yes,2,High,Low,"Non classifiable"
No,1026.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1236.75,3,1,2,No,1,Low,High,"Non classifiable"
No,1380.00,3,2,1,No,1,Low,High,"Non classifiable"
No,874.00,2,1,1,Yes,1,Low,High,"Non classifiable"
No,1757.50,3,2,1,No,1,Medium,Low,"Non classifiable"
No,190.75,4,2,1,No,1,Medium,High,"Non classifiable"
No,966.25,2,1,1,Yes,1,High,Low,"Non classifiable"
No,1425.25,3,3,2,No,1,Low,High,"Non classifiable"
No,1095.75,5,2,1,Yes,1,Low,High,"Non classifiable"
No,710.00,4,2,2,Yes,1,High,Low,"Non classifiable"
No,993.00,4,2,1,No,1,High,Low,"Non classifiable"
No,1226.75,4,1,1,No,1,High,Low,"Non classifiable"
No,1159.25,4,1,1,Yes,1,Low,High,"Non classifiable"
No,306.25,4,3,1,Yes,1,High,Medium,"Non classifiable"
No,1142.50,4,1,2,Yes,1,High,Low,"Non classifiable"
No,806.75,5,1,1,No,1,High,Low,"Non classifiable"
No,98.50,3,2,2,No,1,High,Medium,"Non classifiable"
Yes,1212.75,5,1,1,Yes,1,High,Low,"Non classifiable"
No,1016.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1680.25,1,2,1,Yes,3,Low,Medium,"Non classifiable"
No,1182.75,2,1,1,No,1,Low,High,"Non classifiable"
No,1059.50,6,2,1,Yes,1,Low,High,"Non classifiable"
No,1143.25,5,3,2,No,1,High,Low,"Non classifiable"
No,1308.75,2,2,2,No,1,High,Low,"Non classifiable"
No,1055.00,3,3,1,Yes,2,Low,High,"Non classifiable"
No,1092.50,2,3,1,No,1,High,Low,"Non classifiable"
No,264.25,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,1112.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,158.75,4,2,1,Yes,1,High,Medium,"Non classifiable"
No,728.75,4,3,3,Yes,2,High,Low,"Non classifiable"
No,1001.00,3,2,1,Yes,2,Low,High,"Non classifiable"
No,227.00,5,2,1,No,1,Medium,High,"Non classifiable"
No,1241.00,3,2,1,Yes,2,High,Low,"Non classifiable"
No,1210.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,242.50,1,2,2,No,1,High,Medium,"Non classifiable"
No,991.75,4,2,1,Yes,2,High,Low,"Non classifiable"
No,1137.25,3,1,1,No,1,Low,High,"Non classifiable"
No,1161.75,5,2,1,Yes,1,High,Low,"Non classifiable"
No,961.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,820.00,2,2,1,No,1,Low,High,"Non classifiable"
No,934.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,896.75,2,1,1,Yes,1,High,Low,"Non classifiable"
No,1125.50,5,1,2,Yes,1,High,Low,"Non classifiable"
No,234.00,2,3,2,Yes,1,High,Medium,"Non classifiable"
No,937.75,4,2,1,No,1,High,Low,"Non classifiable"
No,1229.00,3,2,2,Yes,1,High,Low,"Non classifiable"
No,238.25,6,2,1,Yes,1,Medium,High,"Non classifiable"
No,147.25,4,1,2,Yes,2,Medium,High,"Non classifiable"
No,178.75,3,1,1,No,1,High,Medium,"Non classifiable"
No,190.00,5,1,1,Yes,2,Medium,High,"Non classifiable"
No,1177.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,647.25,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1719.50,3,3,1,Yes,1,Medium,Low,"Non classifiable"
No,1162.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,899.25,4,1,2,Yes,1,High,Low,"Non classifiable"
No,778.75,3,2,1,No,1,High,Low,"Non classifiable"
No,1193.50,6,2,2,No,1,High,Low,"Non classifiable"
Yes,1162.25,4,1,1,Yes,1,Low,High,"Non classifiable"
No,1040.50,3,2,2,Yes,1,Low,High,"Non classifiable"
No,1177.50,2,1,3,Yes,1,Low,High,"Non classifiable"
No,235.25,4,3,1,Yes,1,Medium,High,"Non classifiable"
No,1181.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1088.25,5,1,1,Yes,1,High,Low,"Non classifiable"
No,992.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,269.00,3,1,2,Yes,1,High,Medium,"Non classifiable"
No,228.50,4,2,1,No,1,Medium,High,"Non classifiable"
No,960.25,4,2,2,Yes,1,High,Low,"Non classifiable"
No,131.25,2,2,2,Yes,1,Medium,High,"Non classifiable"
No,944.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,997.50,6,1,1,Yes,1,High,Low,"Non classifiable"
No,787.50,3,2,2,Yes,1,Low,High,"Non classifiable"
No,1211.50,5,1,1,Yes,1,High,Low,"Non classifiable"
No,1683.25,4,3,1,Yes,1,Medium,Low,"Non classifiable"
No,1016.00,5,2,1,Yes,1,Low,High,"Non classifiable"
No,1087.00,4,2,1,No,1,Low,High,"Non classifiable"
No,659.25,4,2,3,Yes,2,High,Low,"Non classifiable"
No,964.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,893.25,5,2,1,No,1,High,Low,"Non classifiable"
No,1140.25,3,2,1,Yes,2,High,Low,"Non classifiable"
No,916.50,2,1,1,Yes,1,Low,High,"Non classifiable"
No,929.50,2,3,1,Yes,1,High,Low,"Non classifiable"
No,132.25,6,2,1,No,1,Medium,High,"Non classifiable"
No,822.25,4,1,2,Yes,3,Low,High,"Non classifiable"
No,293.50,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,243.25,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,1005.50,2,3,1,No,1,High,Low,"Non classifiable"
No,917.25,2,1,2,No,1,Low,High,"Non classifiable"
No,1208.50,3,2,1,No,1,High,Low,"Non classifiable"
No,676.75,2,2,2,Yes,2,Low,High,"Non classifiable"
No,1165.50,1,1,1,No,1,Low,High,"Non classifiable"
No,1131.25,3,2,1,No,1,High,Low,"Non classifiable"
No,913.50,4,1,1,No,1,Low,High,"Non classifiable"
No,162.75,5,1,2,No,1,Medium,High,"Non classifiable"
No,684.50,3,3,1,Yes,1,High,Low,"Non classifiable"
No,1134.00,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1187.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,784.25,4,1,1,Yes,1,Low,High,"Non classifiable"
No,885.50,5,2,2,Yes,1,High,Low,"Non classifiable"
No,789.50,4,1,1,Yes,1,Low,High,"Non classifiable"
No,1198.75,2,3,2,Yes,1,Low,High,"Non classifiable"
No,762.00,4,4,1,Yes,1,Low,High,"Non classifiable"
No,734.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1065.75,2,2,1,No,1,High,Low,"Non classifiable"
No,1102.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1111.25,4,3,1,Yes,2,Low,High,"Non classifiable"
Yes,1726.25,4,1,2,No,1,Medium,Low,"Non classifiable"
No,342.25,5,2,2,Yes,2,Medium,High,"Non classifiable"
No,1203.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,151.50,2,3,1,No,2,Medium,High,"Non classifiable"
No,197.75,3,4,1,Yes,1,Medium,High,"Non classifiable"
No,1122.00,4,3,1,Yes,1,Low,High,"Non classifiable"
No,1350.00,4,2,1,No,1,Low,High,"Non classifiable"
No,1189.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,621.00,2,2,1,No,2,Low,High,"Non classifiable"
No,912.50,5,3,1,No,1,High,Low,"Non classifiable"
No,1114.25,2,1,1,Yes,1,High,Low,"Non classifiable"
No,856.75,3,2,2,No,2,High,Low,"Non classifiable"
No,196.00,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,1039.75,5,1,2,Yes,1,Low,High,"Non classifiable"
No,936.50,1,4,1,Yes,2,High,Low,"Non classifiable"
No,1289.50,4,2,1,Yes,2,High,Low,"Non classifiable"
No,276.50,2,2,2,Yes,1,High,Medium,"Non classifiable"
No,746.50,4,1,2,No,1,High,Low,"Non classifiable"
No,1394.25,4,1,1,Yes,1,Low,High,"Non classifiable"
No,1190.00,2,2,2,Yes,1,High,Low,"Non classifiable"
No,903.75,3,1,1,Yes,1,Low,High,"Non classifiable"
No,308.00,2,3,1,Yes,1,Medium,High,"Non classifiable"
No,642.50,3,1,1,Yes,1,Low,High,"Non classifiable"
No,974.25,4,3,2,Yes,2,High,Low,"Non classifiable"
No,124.75,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,168.50,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,711.25,2,1,2,Yes,1,High,Low,"Non classifiable"
No,1052.25,3,1,1,No,1,Low,High,"Non classifiable"
No,1013.25,3,3,2,Yes,1,Low,High,"Non classifiable"
No,1012.25,2,2,1,No,1,High,Low,"Non classifiable"
No,1237.50,4,1,1,Yes,2,Low,High,"Non classifiable"
No,1185.25,4,2,2,Yes,1,Low,High,"Non classifiable"
No,1188.00,3,1,1,Yes,1,High,Low,"Non classifiable"
No,296.75,2,2,1,Yes,1,High,Medium,"Non classifiable"
No,1175.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,859.50,3,1,2,Yes,1,Low,High,"Non classifiable"
No,608.50,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1012.00,5,1,1,No,1,High,Low,"Non classifiable"
No,1200.75,4,1,1,No,1,High,Low,"Non classifiable"
No,444.75,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,1245.75,5,2,1,Yes,2,High,Low,"Non classifiable"
No,820.00,4,2,1,Yes,1,Low,High,"Non classifiable"
No,1768.00,4,1,2,No,1,Low,Medium,"Non classifiable"
No,699.50,4,1,1,No,1,Low,High,"Non classifiable"
No,263.25,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,1162.00,1,1,1,Yes,1,Low,High,"Non classifiable"
No,771.00,4,2,1,No,2,Low,High,"Non classifiable"
No,181.75,4,1,1,Yes,1,High,Medium,"Non classifiable"
No,928.25,2,3,1,No,1,Low,High,"Non classifiable"
No,659.25,5,1,1,Yes,1,Low,High,"Non classifiable"
No,361.00,3,2,1,No,1,Medium,High,"Non classifiable"
No,341.75,4,2,1,Yes,1,High,Medium,"Non classifiable"
No,828.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,1119.75,3,1,1,Yes,1,Low,High,"Non classifiable"
No,172.00,3,3,1,Yes,1,High,Medium,"Non classifiable"
No,973.00,2,3,1,No,2,Low,High,"Non classifiable"
Yes,1322.50,4,2,1,Yes,2,High,Low,"Non classifiable"
No,1238.75,1,4,1,Yes,1,Low,High,"Non classifiable"
Yes,851.25,5,2,1,Yes,1,High,Low,"Non classifiable"
No,1097.75,3,2,2,Yes,1,Low,High,"Non classifiable"
No,987.00,3,2,1,No,1,Low,High,"Non classifiable"
No,976.00,3,2,2,Yes,1,Low,High,"Non classifiable"
No,195.75,2,1,1,Yes,1,Medium,High,"Non classifiable"
Yes,931.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,362.75,5,1,1,No,1,Medium,High,"Non classifiable"
No,251.00,4,2,2,No,1,High,Medium,"Non classifiable"
No,751.00,4,3,2,Yes,1,Low,High,"Non classifiable"
No,753.75,3,2,1,No,1,High,Low,"Non classifiable"
No,1072.00,4,2,2,Yes,1,Low,High,"Non classifiable"
No,208.25,3,3,2,No,3,High,Medium,"Non classifiable"
No,289.00,4,1,1,Yes,2,High,Medium,"Non classifiable"
No,1243.75,3,1,2,No,1,Low,High,"Non classifiable"
No,1723.00,5,2,1,Yes,2,Low,Medium,"Non classifiable"
No,764.75,3,2,1,No,1,High,Low,"Non classifiable"
No,1139.00,3,1,1,Yes,1,Low,High,"Non classifiable"
No,837.00,3,3,1,No,2,High,Low,"Non classifiable"
No,363.00,2,2,2,No,1,Medium,High,"Non classifiable"
No,247.75,3,2,1,Yes,1,High,Medium,"Non classifiable"
No,1114.00,2,1,1,Yes,2,High,Low,"Non classifiable"
No,1390.50,4,1,1,Yes,1,Low,High,"Non classifiable"
No,693.50,3,3,2,Yes,2,Low,High,"Non classifiable"
No,1172.75,3,2,1,Yes,2,High,Low,"Non classifiable"
No,230.50,3,2,1,No,1,High,Medium,"Non classifiable"
No,931.50,3,3,1,No,1,Low,High,"Non classifiable"
No,986.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1024.25,5,1,1,Yes,1,Low,High,"Non classifiable"
No,891.25,3,1,1,Yes,1,Low,High,"Non classifiable"
Yes,1329.50,5,2,1,Yes,2,High,Low,"Non classifiable"
No,1206.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,1037.25,3,3,1,Yes,1,High,Low,"Non classifiable"
No,731.50,3,1,1,Yes,1,High,Low,"Non classifiable"
No,1245.50,5,1,1,Yes,1,High,Low,"Non classifiable"
No,1735.50,3,1,2,Yes,1,Medium,Low,"Non classifiable"
No,136.50,1,2,1,Yes,1,High,Medium,"Non classifiable"
No,995.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,1007.25,5,1,1,No,1,High,Low,"Non classifiable"
No,175.00,3,2,2,No,2,Medium,High,"Non classifiable"
No,308.00,5,1,1,No,1,Medium,High,"Non classifiable"
No,762.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,695.00,4,1,1,Yes,1,High,Low,"Non classifiable"
No,742.25,2,2,1,No,1,High,Low,"Non classifiable"
No,973.75,6,2,1,Yes,1,High,Low,"Non classifiable"
No,1090.25,1,2,2,Yes,1,Low,High,"Non classifiable"
No,935.25,3,2,1,No,1,High,Low,"Non classifiable"
No,167.00,3,3,1,Yes,1,Medium,High,"Non classifiable"
No,1021.00,4,2,2,Yes,1,Low,High,"Non classifiable"
No,1063.25,2,3,1,Yes,1,High,Low,"Non classifiable"
No,1305.75,5,1,1,Yes,1,High,Low,"Non classifiable"
No,896.75,2,3,1,No,1,Low,High,"Non classifiable"
No,858.25,2,3,1,Yes,1,High,Low,"Non classifiable"
No,831.25,4,3,1,Yes,1,Low,High,"Non classifiable"
Yes,1069.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,718.00,5,2,1,No,1,Low,High,"Non classifiable"
No,1210.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1033.75,2,1,1,Yes,1,Low,High,"Non classifiable"
No,963.00,5,2,2,Yes,1,High,Low,"Non classifiable"
No,1258.75,2,3,1,Yes,1,Low,High,"Non classifiable"
No,1071.75,5,1,1,Yes,1,Low,High,"Non classifiable"
No,1140.50,3,2,2,Yes,1,Low,High,"Non classifiable"
No,1107.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,1130.00,4,1,1,No,2,Low,High,"Non classifiable"
No,1209.00,2,1,2,Yes,1,Low,High,"Non classifiable"
No,1112.50,3,3,2,No,1,Low,High,"Non classifiable"
No,976.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1006.00,5,3,1,Yes,1,High,Low,"Non classifiable"
No,270.25,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,771.75,1,1,1,Yes,2,Low,High,"Non classifiable"
No,811.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,1794.25,3,2,1,No,1,Medium,Low,"Non classifiable"
No,1161.00,3,2,1,No,1,Low,High,"Non classifiable"
No,1153.75,5,1,1,Yes,1,Low,High,"Non classifiable"
